tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
4.297574,-0.5135331,-0.13773789,0.13335328,-0.51082045,0.031138368,-0.39572418,0.11368406
4.248893,-0.20373899,0.47252586,0.21024789,-0.4746539,0.02728009,-0.35752517,-0.13438608
4.2786727,0.38631365,-0.14778563,0.16300735,-0.47882327,0.027315019,-0.37859112,0.111116104
4.249647,-0.3937822,0.2119778,0.14380825,-0.47534496,0.028073492,-0.35855058,-0.14359635
4.2597165,0.920015,0.07424195,0.08868834,-0.48305127,0.025294872,-0.34847856,0.114904135
4.251382,-1.0265595,-0.08445938,0.0654269,-0.52626884,0.020685289,-0.37408376,-0.020372419
4.2374945,1.2810992,0.2839557,0.13180156,-0.47939456,0.019547483,-0.24853013,-0.014109334
4.247353,-0.97982067,-0.1969345,0.06053748,-0.51762295,0.014497705,-0.25066483,0.032606028
4.21721,0.73310786,0.40974876,0.122194976,-0.48367718,0.016484901,-0.22205156,-0.09198533
4.2469883,-0.017243274,-0.25603703,0.059273228,-0.53507227,0.011318669,-0.2455991,0.092450365
4.20746,0.24351826,0.38878304,0.105759405,-0.506762,0.011456939,-0.21513276,-0.13296653
4.230332,0.66329205,0.01353406,0.07548972,-0.50501835,0.010650981,-0.21827805,0.10203921
4.204215,-0.6285771,0.271968,0.117325716,-0.50159824,0.011529112,-0.23217005,-0.10423085
4.21025,1.2316239,0.22041848,0.15062423,-0.47914708,0.013486565,-0.24131869,0.04557264
4.2075415,-0.5485634,-0.037685536,0.16843183,-0.50839597,0.014095863,-0.32775053,-0.020472214
4.1838756,1.3389412,0.44095615,0.25486946,-0.44586438,0.0153426025,-0.35673368,-0.04736821
4.212349,-0.3086983,-0.008825095,0.15961404,-0.47566783,0.01508307,-0.42114738,0.047230892
4.1683855,0.6831396,0.4107471,0.18292476,-0.4397698,0.013509113,-0.39812827,-0.10397129
4.2014837,0.32474798,-0.0016136356,0.116398595,-0.4829176,0.015595566,-0.45492908,0.08105242
4.161851,0.11845441,0.29748347,0.13130066,-0.4799689,0.015859554,-0.45742798,-0.13175032
4.1809587,0.8420916,0.06685439,0.07807154,-0.49364212,0.014816855,-0.48663378,0.090167075
4.165953,-0.3725939,0.15870608,0.047100406,-0.53168726,0.011389289,-0.49327764,-0.07130786
4.1555753,1.4425923,0.22339773,0.02711928,-0.5075719,0.01046975,-0.40344465,0.017939262
4.1679173,-0.42499873,-0.034885973,-0.049440775,-0.5552674,-0.0046027913,-0.40822697,0.009826851
4.140507,1.2159388,0.36765715,0.032115735,-0.5108646,-0.0010257878,-0.33261806,-0.07123718
4.1623335,0.11061843,0.021554656,0.017755968,-0.56071985,-0.00038116227,-0.33530322,0.0698197
4.1298666,0.9918837,0.4370155,0.09595226,-0.5175308,-0.0032586115,-0.2617107,-0.114338085
4.1464486,0.7483319,0.14159136,0.067923315,-0.5236776,-0.0022458509,-0.2431945,0.069136664
4.1218123,0.36532176,0.38756916,0.10711683,-0.5123739,0.00010236236,-0.21041839,-0.12224699
4.1246448,1.1944573,0.293971,0.11652483,-0.48984858,-0.0013228435,-0.16716239,0.06532565
4.1195526,0.018224321,0.22079545,0.105850354,-0.5017866,-0.0008953324,-0.18916786,-0.036283385
4.111761,1.4353132,0.39164945,0.11610357,-0.45601666,0.00090963417,-0.16930826,-0.019914865
4.114945,-0.022722222,0.11303757,0.019951701,-0.4936566,-6.137695e-05,-0.20040676,0.019676914
4.082945,1.253518,0.3461335,0.07470831,-0.4556014,0.0015918548,-0.17911534,-0.07963901
4.1136913,0.3789963,-0.04255314,0.054796115,-0.49041852,-0.0006379811,-0.2117589,0.052267257
4.0746484,0.95080006,0.19288975,0.103337325,-0.47306052,0.0011984621,-0.19118953,-0.09535019
4.0981007,1.0586989,-0.06145756,0.06731497,-0.47765073,0.0014674709,-0.22806327,0.04357607
4.0672555,0.33205006,0.019695448,0.07090733,-0.48814943,0.0047699446,-0.24683554,-0.07562345
4.074075,1.3189107,0.0654977,0.07552184,-0.47599402,0.005010715,-0.22304544,0.0138826845
4.077504,0.15910167,-0.06372443,0.036247186,-0.5078668,0.0063214274,-0.2420834,0.0028437648
4.0483203,1.4263926,0.09483451,0.08923567,-0.47500676,0.004933278,-0.19317345,-0.042132802
4.078505,0.12702537,-0.1690673,0.04583484,-0.5095762,0.0020841511,-0.23716055,0.07214597
4.0304627,1.133877,0.12577261,0.11659899,-0.47022888,-0.0019409605,-0.24713735,-0.09927363
4.0657797,0.43908468,-0.17207864,0.04984668,-0.4831202,-2.4521723e-05,-0.2793494,0.12966728
4.026979,0.6627186,0.094111234,0.0858797,-0.46808428,-0.012771007,-0.23785049,-0.08813803
4.0461082,0.78244376,-0.07375741,0.033648737,-0.46732396,-0.03848503,-0.22170396,0.11101008
4.0336633,-0.19847296,-0.029735565,0.029712873,-0.47981092,-0.030466689,-0.2613887,-0.034129407
4.029837,1.136879,0.06600458,0.05739195,-0.44754606,-0.034107015,-0.23606898,0.040901937
4.0299616,-0.819164,-0.17036504,0.01647323,-0.50627863,-0.034701023,-0.2514416,0.09460253
4.000707,1.0468067,0.066185504,0.09611924,-0.4492005,-0.034834445,-0.17954586,-0.069598496
4.031741,-0.43862405,-0.3393588,0.01344318,-0.49753746,-0.0367021,-0.1932509,0.15788026
3.9835696,0.67697155,0.01568244,0.067615315,-0.4603612,-0.03715979,-0.13447304,-0.12302419
4.0229945,-0.013177037,-0.33431482,-0.017012235,-0.48870686,-0.037890263,-0.17845513,0.18585555
3.9766564,-0.11653487,-0.107702434,0.032737024,-0.47928575,-0.037976727,-0.15657862,-0.09581834
4.005804,0.91169333,-0.14655486,0.040760305,-0.4485229,-0.03710553,-0.14125796,0.07878177
3.9809024,-0.16851118,-0.18643501,-0.021552714,-0.4670584,-0.039666355,-0.19393075,-0.024850998
3.9782193,1.269714,-0.06723008,-0.0630527,-0.40594295,-0.035369094,-0.1445076,0.016699284
3.9833927,-0.6456267,-0.30837017,-0.15047176,-0.42230693,-0.03724962,-0.1721939,0.113247715
3.9445732,1.214438,0.07399803,-0.06268079,-0.3745674,-0.033749577,-0.14524537,-0.103050835
3.987744,-0.07351081,-0.19791612,-0.12305979,-0.4152631,-0.035476074,-0.19442485,0.14682695
3.9389896,0.71770215,0.11913863,-0.011606358,-0.38617584,-0.03467502,-0.20631088,-0.12534449
3.971347,0.24416111,-0.24731475,-0.04866771,-0.38019353,-0.03441993,-0.23304656,0.18818694
3.9341288,-0.27524376,-0.016090246,-0.013606244,-0.3820374,-0.035799164,-0.23650384,-0.08824433
3.935327,0.9906409,-0.059024125,0.018368077,-0.3647542,-0.036221724,-0.22120677,0.071894474
3.9469495,-0.7903376,-0.21114558,0.008803985,-0.4024771,-0.032726143,-0.25762448,-0.03959074
3.9307108,0.91460675,0.03264477,0.090677455,-0.351358,-0.023931742,-0.20263124,0.018666975
3.939242,-1.1871426,-0.45295367,0.022585247,-0.42729384,-0.025352148,-0.27054858,0.19528224
3.8966093,0.66855806,0.0763402,0.13945436,-0.3280321,-0.021981373,-0.18738279,-0.11433124
3.9257877,-0.3928757,-0.41339815,0.034411594,-0.35117513,-0.023021676,-0.19157189,0.1577891
3.8900323,0.08207995,0.055819143,0.051376205,-0.3024736,-0.02414225,-0.10346936,-0.18749146
3.9179494,0.14751177,-0.22326162,-0.05762631,-0.31849867,-0.027260568,-0.107704796,0.25470635
3.8939333,-0.89527225,-0.14523555,-0.06838973,-0.33795,-0.02812789,-0.15247999,-0.031224888
3.8911686,1.0967369,0.0283356,-0.07197813,-0.25757274,-0.028039716,-0.092787415,0.02594117
3.890209,-0.44212732,-0.15313192,-0.14931577,-0.29083836,-0.027746266,-0.122897565,-0.009701417
3.8718166,1.1532912,0.092131,-0.12683393,-0.23222455,-0.027730068,-0.057352323,-0.0254615
3.8933482,-0.63923305,-0.36046708,-0.20525953,-0.27533093,-0.02790212,-0.113645494,0.125036
3.8580835,0.5776183,0.13558263,-0.08432646,-0.22694111,-0.02370853,-0.1083069,-0.13578126
3.8836598,0.08451064,-0.28266487,-0.10001758,-0.23217964,-0.022631522,-0.12710527,0.13650297
3.8423839,-0.06939988,0.0043918043,-0.027654028,-0.22330923,-0.023675688,-0.10644191,-0.13326392
3.8706448,0.676955,-0.117737025,-0.030533697,-0.20440802,-0.021340195,-0.098306336,0.12894356
3.8461003,-0.5969124,-0.11895558,-0.032319304,-0.23382506,-0.02342832,-0.13892111,-0.038867105
3.841266,0.8936944,0.07145092,-0.009333627,-0.18746208,-0.022448517,-0.09612938,0.026635358
3.8495004,-0.85525125,-0.25556672,-0.08342357,-0.21422298,-0.024990259,-0.11577799,0.054016776
3.8156955,0.85763717,0.2636448,-0.059766196,-0.16792706,-0.02263328,-0.08621581,-0.068903536
3.851007,-0.39137927,-0.14076379,-0.16641459,-0.21299781,-0.026173865,-0.12613134,0.13884646
3.8058963,0.2958821,0.36141756,-0.13420857,-0.18368345,-0.01171438,-0.09936358,-0.11725801
3.829029,0.2689164,-0.12498685,-0.16810106,-0.19743188,-0.0070795952,-0.10953285,0.12505288
3.8130162,-0.12032028,0.22317901,-0.11955462,-0.19314359,-0.008755861,-0.105739504,-0.092001125
3.8149884,0.8686818,0.04817878,-0.097451895,-0.16797762,-0.006392101,-0.11929557,0.0696646
3.8012145,-0.5610374,-0.04416119,-0.12587334,-0.19078058,-0.010470305,-0.16829821,-0.03816943
3.7878668,0.99858993,0.19336201,-0.10004978,-0.15934995,-0.011358496,-0.15310499,-0.0051755505
3.8007028,-0.65092057,-0.46550635,-0.15639538,-0.21306987,-0.011167116,-0.24623674,0.064606585
3.7664301,0.5433242,0.29401398,-0.05675888,-0.11586222,-0.008370941,-0.15947217,-0.08539738
3.7974155,-0.25696883,-0.30866033,-0.10774743,-0.13280213,-0.007538756,-0.15838131,0.14519417
3.7606037,0.1012065,0.19825384,-0.09675043,-0.12324916,-0.003982133,-0.12859933,-0.12077352
3.7784607,0.19317459,-0.20913166,-0.17202541,-0.14546037,-0.0017631846,-0.15282391,0.14148757
3.7577877,-0.61612284,0.023355257,-0.14165953,-0.17798947,-0.0010202096,-0.19451286,-0.06800534
3.7623672,0.72114134,0.08711896,-0.09844949,-0.16351384,-0.0013531307,-0.14052059,0.06031037
3.7501554,-0.8353384,-0.08120784,-0.10337159,-0.20765024,-0.00073944987,-0.17785934,0.03507563
3.7330036,0.7469993,0.25664106,-0.053563945,-0.17565504,-0.0030878077,-0.1443208,-0.026925372
3.7574637,-0.742017,-0.21557756,-0.15902378,-0.253211,-0.0012998183,-0.2012623,0.15416625
3.7134516,0.31508502,0.36622724,-0.07828301,-0.18718857,-0.0022125633,-0.15764183,-0.10156892
3.7527916,-0.15227178,-0.16304101,-0.12754263,-0.22497034,-0.002337767,-0.18140453,0.19652447
3.7006874,-0.1277701,0.2865654,-0.033330284,-0.19772473,-0.004914893,-0.144779,-0.10634526
3.7329159,0.54544,0.051110078,-0.05748819,-0.17984927,-0.004174969,-0.1308136,0.14294082
3.7030547,-0.5846707,0.112718806,-0.07396516,-0.21821395,-0.01144519,-0.13202903,-0.032408375
3.7027533,0.7111016,0.17245656,-0.09646719,-0.1903815,0.011504057,-0.09093589,0.06127391
3.7165332,-0.8554385,-0.17559783,-0.1923599,-0.28192118,0.025566354,-0.1728368,0.07176473
3.6720474,0.6996779,0.29314682,-0.09162378,-0.22029404,0.016609222,-0.102117956,-0.062236384
3.7102985,-0.6525254,-0.28611818,-0.108618304,-0.30341417,0.022584546,-0.18382356,0.16580059
3.6678782,0.15835364,0.21325026,0.0037641786,-0.26162377,0.021635484,-0.1561131,-0.1187259
3.688036,0.028111892,-0.2563514,-0.04304534,-0.2982182,0.024184654,-0.21164261,0.19337705
3.6701312,-0.3850071,0.028141461,0.010543525,-0.29673985,0.022963202,-0.22367495,-0.10359441
3.6637185,0.52759314,-0.10078791,0.017053574,-0.2820244,0.025697602,-0.21973865,0.13846621
3.6676304,-0.677735,-0.119428515,0.025469542,-0.33401486,0.02472081,-0.2842283,-0.0283169
3.6467228,0.8276741,0.09321937,0.10205957,-0.27878737,0.029318757,-0.23201588,0.023765648
3.6570992,-0.63557976,-0.26015982,0.019284911,-0.33083424,0.029383248,-0.26773405,0.087668985
3.639884,0.6456574,0.21094376,0.02369386,-0.2819726,0.032619465,-0.2188142,-0.065556146
3.646429,-0.33321187,-0.2465721,-0.11737534,-0.3254342,0.028449258,-0.23019783,0.13924229
3.6217692,0.15866973,0.22448553,-0.112758145,-0.3068906,0.027673937,-0.19190952,-0.111362025
3.642422,0.24496305,-0.10185096,-0.13680995,-0.29566404,0.028399518,-0.16034819,0.14681265
3.6067266,-0.49658728,0.07033691,-0.0744835,-0.3070556,0.029210685,-0.13192356,-0.0861281
3.6297574,0.6747043,0.057155706,-0.060113776,-0.2722881,0.029128822,-0.081774056,0.07398972
3.6061683,-0.8037944,-0.094683334,-0.11386621,-0.32028708,0.02574958,-0.10688598,-0.007597618
3.5986955,0.7083315,0.15467265,-0.08274397,-0.29832545,0.025552617,-0.08070983,-0.009290892
3.6220686,-0.7501333,-0.26005846,-0.113890454,-0.3739608,0.024300147,-0.1405892,0.09285264
3.5662293,0.32903993,0.16058107,0.008313898,-0.35265118,0.024180787,-0.1207771,-0.082839705
3.617525,-0.19419731,-0.26206642,-0.01783942,-0.41902977,0.019902572,-0.19160192,0.1597319
3.5636463,-0.1830837,0.060818844,0.040594768,-0.4235159,0.02353313,-0.20516622,-0.09386806
3.5904436,0.27969933,-0.14584997,-0.039938852,-0.4601224,0.017828599,-0.2677488,0.13673453
3.5705338,-0.8361414,-0.043345284,-0.08088167,-0.50927794,0.017535418,-0.30467185,-0.046145905
3.5576282,0.68462056,0.068086505,-0.07954142,-0.45429495,0.020707479,-0.24350414,0.062426485
3.5748382,-0.78426427,-0.12325579,-0.10444297,-0.52678955,0.016754085,-0.32136306,0.053438395
3.5442715,0.65202874,0.19785929,-0.029571282,-0.45129564,0.02243884,-0.22809319,-0.04775652
3.5602362,-0.61480105,-0.19765644,-0.123349845,-0.52820516,0.020903705,-0.2486761,0.15330194
3.5413575,0.29224235,0.19311702,-0.058777504,-0.46070188,0.021300329,-0.15865536,-0.11439258
3.542565,-0.17203288,-0.15671188,-0.12095007,-0.48835906,0.016726872,-0.18283385,0.21069087
3.532482,-0.4320714,0.122793615,-0.046084613,-0.4732543,0.017484428,-0.1747978,-0.089123525
3.536396,0.44980413,0.012831166,-0.030805152,-0.44743547,0.0137938475,-0.13105488,0.14846896
3.516832,-0.8410667,-0.039693706,-0.044934273,-0.5143054,0.015091,-0.17063236,-0.023536745
3.5247352,0.59668857,0.12243504,-0.0122965565,-0.4291734,0.024295226,-0.11227054,0.04220736
3.5127575,-0.88350546,-0.19187915,-0.08179329,-0.50428474,0.022052823,-0.20219888,0.06866315
3.4983504,0.46184182,0.14441347,-0.007872637,-0.42643148,0.025052706,-0.16866684,-0.060969826
3.5211082,-0.5675014,-0.21474196,-0.067379095,-0.47008607,0.02404609,-0.24933624,0.1406622
3.4655988,0.037799433,0.14170593,0.04015349,-0.43651944,0.026287448,-0.24475321,-0.104145095
3.5242038,0.048633117,-0.15753108,0.018229445,-0.46216074,0.024382593,-0.2701685,0.15007222
3.4565332,-0.49472117,-0.019434072,0.05670029,-0.4797666,0.024420314,-0.2606305,-0.07731262
3.4965098,0.49167517,-0.036196366,0.049631357,-0.43990868,0.022843566,-0.2277191,0.10617605
3.4667783,-0.84138966,-0.14425182,0.03273335,-0.49391976,0.02408262,-0.27643922,-0.0004901476
3.4593606,0.5813352,0.07265097,0.096603625,-0.4400184,0.023267513,-0.16350676,-0.019161515
3.4744155,-0.20784079,-0.34269553,0.040850177,-0.54042244,0.02564378,-0.1919283,0.07712803
3.4499078,0.7868539,0.16449392,0.09083489,-0.50966096,0.020295661,-0.11876065,-0.08278998
3.46717,0.11535645,-0.3738656,0.013700126,-0.5845742,0.006050539,-0.13346837,0.111439094
3.4406123,0.21244591,0.05666338,0.051045816,-0.5734938,0.01085576,-0.0955213,-0.10000175
3.4449859,0.42048013,-0.24634066,-0.025870305,-0.5914818,0.007380858,-0.0855064,0.10844198
3.4348855,-0.12629348,-0.04770309,-0.03766177,-0.60225743,0.012163053,-0.075786576,-0.086209014
3.4277294,0.74108917,-0.032827586,-0.001188182,-0.5544682,0.012430019,-0.051060803,0.04918889
3.4441879,-0.32693934,-0.27745008,0.032424904,-0.617289,0.0116313035,-0.10680249,0.008412314
3.4032538,0.8043341,0.10354901,0.1446751,-0.54425085,0.011997918,-0.054842617,-0.04695579
3.4461744,-0.22863495,-0.35619402,0.122318596,-0.6169783,0.010462541,-0.16134793,0.07326198
3.3781114,0.3074672,0.16175541,0.22096114,-0.5576583,0.013039827,-0.111232996,-0.09886782
3.4462485,0.11370066,-0.082773365,0.15716799,-0.6335552,0.013372115,-0.20333132,0.1282715
3.3648543,0.062478874,0.16278505,0.1939083,-0.59855694,0.014275029,-0.21016163,-0.115349844
3.3514922,0.48985335,0.03389714,0.122813836,-0.59911853,0.014458218,-0.23705745,0.101226
0.7711692,-0.15446918,0.04546413,0.07789607,-0.6371989,0.015581306,-0.29315823,-0.04730937
-0.6042394,0.63286066,0.12579457,0.057377797,-0.60024947,0.013137249,-0.2567499,0.046726443
-0.494036,-0.4307787,-0.14180794,-0.042733174,-0.69315434,0.011523321,-0.39146575,0.081836104
-0.57149667,0.61462516,0.19279316,-0.021182047,-0.5440446,0.011109228,-0.24546964,-0.06800082
-0.49655873,-0.097170874,-0.2930224,-0.08924534,-0.6425452,0.0077980743,-0.338451,0.1296742
-0.52338785,0.40184465,0.096781164,-0.0003089942,-0.50891405,0.0075352034,-0.22345671,-0.10884118
-0.47710148,0.063146874,-0.32483917,-0.033227704,-0.5809638,0.004392624,-0.2690676,0.1701997
-0.4889825,-0.2758087,-0.00046226382,0.0018758494,-0.57080734,0.0047724815,-0.26931742,-0.090951115
-0.54373914,0.4782298,-0.087180994,0.011461496,-0.6076523,0.0077212527,-0.28316066,0.1344317
-0.43928832,-0.67095417,-0.20275196,0.009455448,-0.60296285,-0.012364938,-0.30718008,0.002427891
-0.562231,0.48284435,0.07895121,0.07571807,-0.47367397,-0.025152173,-0.21234262,0.022600561
-0.5371582,-0.6358427,-0.36496335,0.03187201,-0.57065374,-0.022777244,-0.36643293,0.103331715
-0.52177596,0.3718638,0.21496297,0.119726494,-0.40482783,-0.024512568,-0.21517962,-0.060322218
-0.5155916,-0.44083032,-0.27204403,0.07026766,-0.5092002,-0.024035415,-0.28679517,0.16019756
-0.6099262,-0.07884377,0.20654686,0.1352011,-0.45850217,-0.025668519,-0.224738,-0.08721013
-0.5489859,0.047478206,-0.13015258,0.06861557,-0.46598372,-0.025892582,-0.21403576,0.14901271
-0.5503058,-0.5141399,0.06320347,0.086243704,-0.47056353,-0.025614941,-0.1853449,-0.08879633
-0.5268512,0.49718034,0.032075115,0.11802451,-0.48185173,-0.02428719,-0.14265485,0.095274806
-0.6088122,-0.8425889,-0.17784111,0.09274001,-0.5595111,-0.024855558,-0.18900092,0.010584995
-0.58186376,0.50402796,0.13567711,0.098512135,-0.50228024,-0.022513967,-0.078690894,0.0084830895
-0.565876,-0.6498184,-0.290777,-0.009565037,-0.5929314,-0.02517393,-0.12388496,0.09054372
-0.638371,0.25125805,0.2141257,0.02262882,-0.5273963,-0.027412288,-0.045774072,-0.08304897
-0.48657852,-0.33071834,-0.22007208,-0.02194722,-0.557007,-0.02806702,-0.059465867,0.16851486
-0.6427543,-0.24038698,0.102743775,0.05089587,-0.5511416,-0.026652394,-0.07296628,-0.09944721
-0.5821149,0.32430422,-0.084432885,0.034970883,-0.59076047,-0.029191775,-0.10608903,0.12195247
-0.5282772,-0.43371588,-0.07989903,0.02648207,-0.62977904,-0.02812521,-0.15346736,-0.03632984
-0.60230803,0.5963703,0.14663833,0.05244107,-0.5592953,-0.02807198,-0.14176776,0.024701547
-0.55354726,-0.517605,-0.05869097,-0.0016972674,-0.5898129,-0.025534945,-0.2024808,0.03409069
-0.6106687,0.58065593,0.27044117,0.053670317,-0.5456241,-0.024865862,-0.19719318,-0.046952568
-0.58308125,-0.2858259,-0.09079502,0.009411784,-0.5779025,-0.022357197,-0.25731912,0.066648185
-0.5654435,0.18214059,0.2633493,0.06406556,-0.5572506,-0.01599019,-0.2441785,-0.0868346
-0.5545864,-0.28088683,-0.12982118,-0.020169593,-0.5770085,-0.019092955,-0.28974158,0.14764817
-0.580657,-0.44897097,0.1267516,0.0122602545,-0.5741695,-0.020586267,-0.28394505,-0.093721434
-0.60926896,0.05773274,0.042722717,0.002652405,-0.5780622,-0.020626469,-0.28904626,0.1250567
-0.54572284,-1.6385187,-0.07730703,-0.013629323,-0.60579175,-0.01976534,-0.3180376,-0.025568034
-0.5378226,0.19321446,0.18121159,0.040849257,-0.5740804,-0.017655142,-0.21265486,-0.0013823882
-0.59728485,-1.0218532,-0.2023854,0.010509213,-0.63989174,-0.015317323,-0.2083804,0.053653296
-0.5963807,0.08685818,0.22591417,0.09156657,-0.62340975,-0.014513355,-0.14307144,-0.077710204
-0.61957216,-0.5942693,-0.24635772,0.045460403,-0.6814126,-0.0142569365,-0.15641361,0.11597548
-0.5593657,-0.36612052,0.17668515,0.078041,-0.67554593,-0.012595785,-0.13360892,-0.10440487
-0.5635837,0.053125434,-0.1533339,0.0005213786,-0.7050295,-0.011243846,-0.1324485,0.112917915
-0.6436187,-0.7445003,0.026783,-0.031852033,-0.72471905,-0.010960655,-0.15219311,-0.09389516
-0.57993287,0.33614403,-0.00608439,-0.075158454,-0.71758074,-0.010495195,-0.18454978,0.09265901
-0.5872865,-1.1953635,-0.12777182,-0.14334556,-0.76256025,-0.01890036,-0.24230912,0.02015895
-0.65987676,0.11981937,0.24926941,-0.10288743,-0.7132667,-0.017751936,-0.21648592,-0.0079329405
-0.5466609,-0.88500977,-0.13584925,-0.12277602,-0.7307027,-0.020023938,-0.27454042,0.08705803
-0.66769695,-0.08868256,0.3110428,-0.053644348,-0.7020279,-0.017504247,-0.2748027,-0.06622107
-0.533364,-0.57157004,-0.12488672,-0.06059553,-0.70716274,-0.019678151,-0.28551173,0.11044462
-0.64643216,-0.73863417,0.22009034,0.024066692,-0.70250666,-0.019822253,-0.2691481,-0.06895395
-0.6042949,0.19914652,-0.042945176,0.063128516,-0.69558203,-0.022368794,-0.28014874,0.09504165
-0.60833436,-1.1270287,0.042404994,0.09159834,-0.71417147,-0.005551284,-0.30306837,-0.03395415
-0.6333544,0.23681179,0.12282271,0.08230297,-0.69893205,-0.0029311157,-0.26503545,0.037983954
-0.5904776,-1.1385612,-0.12452327,0.0012855642,-0.7268617,-0.0051042507,-0.2868485,0.02378988
-0.6136764,0.25061882,0.222489,-0.0047593536,-0.70658255,-0.004965235,-0.25535032,-0.014797992
-0.5616629,-0.77281976,-0.21140827,-0.07343739,-0.7229352,-0.007883652,-0.2737474,0.071709536
-0.61035705,-0.2536889,0.25095,-0.016768001,-0.7075418,-0.004759668,-0.25430074,-0.06811111
-0.6467631,-0.25099534,-0.1716546,-0.034199502,-0.71460766,-0.005041021,-0.2376612,0.10109186
-0.60117334,-0.67455053,0.12551688,-0.008413256,-0.72254425,-0.003340878,-0.26022452,-0.075564764
-0.57302666,0.17540208,-0.033873007,-0.00155207,-0.7031048,-0.005350015,-0.2647984,0.09545552
-0.6400008,-0.8292902,-0.03175716,0.008986999,-0.71206665,-0.005273109,-0.26613468,-0.018520072
-0.5842225,0.50623715,0.12284086,0.048140883,-0.6820071,-0.007391915,-0.24898997,0.024751006
-0.62312233,-1.0515149,-0.22306263,0.023598531,-0.69755405,-0.008627076,-0.29256877,0.02026107
-0.58513844,-0.033115536,0.215143,0.04339195,-0.6753536,-0.007983321,-0.30070382,-0.0392864
-0.56008387,-0.59486425,-0.27363282,-0.02085375,-0.6856357,-0.0022910957,-0.32333416,0.09388603
-0.68080425,-0.5344788,0.18965524,-0.03522758,-0.68121207,0.0038794402,-0.31864125,-0.061333045
-0.5680411,-0.09107667,-0.18851109,-0.050421957,-0.6769815,0.0030669295,-0.3439678,0.10679296
-0.6178111,-0.9614054,0.016780702,-0.03425846,-0.6813952,0.006380973,-0.36737138,-0.054244854
-0.6099252,0.046446383,-0.080600366,0.027753692,-0.66484606,0.0061386283,-0.33631563,0.06700529
-0.57723564,-1.1071428,-0.21709941,0.042576354,-0.6922411,0.0077054007,-0.3677293,0.015470598
-0.65752745,0.29736456,0.058529142,0.09186659,-0.67015094,0.005899503,-0.3428986,-0.013746331
-0.61015904,-0.9137345,-0.3057891,0.036356784,-0.6942778,0.0056724455,-0.32881203,0.06495033
-0.6650475,-0.028123558,0.15590706,0.063949846,-0.67546743,0.0005662372,-0.23835897,-0.0517249
-0.58701533,-0.46466324,-0.24105522,0.010212101,-0.68439466,-0.025169974,-0.17693488,0.11252627
-0.61524945,-0.43046337,0.12792218,0.0006545596,-0.67186934,-0.025568476,-0.1463178,-0.070027664
-0.61567104,0.2671446,-0.11358057,-0.072094426,-0.6727013,-0.026584852,-0.10281869,0.122455165
-0.571504,-0.82292813,-0.057150006,-0.09275042,-0.69313234,-0.02835675,-0.07621568,-0.030333064
-0.622785,0.5964808,-0.0019576326,-0.11405126,-0.6677765,-0.026302326,-0.046969093,0.06663643
-0.6241084,-1.0090016,-0.13448375,-0.16464873,-0.70427233,-0.025791004,-0.07330094,0.033626832
-0.6598292,0.23751232,0.20191664,-0.11542025,-0.66568756,-0.025815194,-0.07126522,-0.010627725
-0.59514487,-0.59614086,-0.25489327,-0.14172497,-0.68360335,-0.025712788,-0.14942777,0.11028929
-0.63674784,0.15736975,0.11582355,-0.08566949,-0.64715475,-0.024746558,-0.18527234,-0.075569555
-0.63361335,-0.17099655,-0.2479367,-0.10594198,-0.64615375,-0.023931606,-0.27825814,0.13651353
-0.63993156,-0.54789853,0.05746257,-0.09804744,-0.6607861,-0.02181431,-0.35926723,-0.056314453
-0.6273348,0.2150712,-0.111067265,-0.08604713,-0.62545854,-0.022959946,-0.38162354,0.108535804
-0.67958283,-1.0117817,-0.097356915,-0.07021757,-0.6424208,-0.02023857,-0.4404401,-0.011124596
-0.59430474,0.36440784,0.0484402,-0.020819884,-0.5993334,-0.009907196,-0.43561563,0.04326808
-0.6681885,-1.1555996,-0.20011202,-0.03308656,-0.622826,-0.016383484,-0.47799593,0.07036875
-0.6374596,0.100547105,0.18551417,0.0067836437,-0.5951284,-0.018589146,-0.44580328,-0.04039227
-0.6242486,-0.523077,-0.24219939,-0.046290804,-0.6189006,-0.020604316,-0.4290899,0.119643
-0.6788943,-0.42144278,0.15390651,-0.017886221,-0.60835457,-0.019595342,-0.36459252,-0.0705456
-0.61463684,-0.25647703,-0.19060378,-0.07745129,-0.6126307,-0.017568007,-0.29288757,0.12680748
-0.6634058,-0.9326343,0.05786951,-0.075851545,-0.6141534,-0.018368026,-0.2479479,-0.048129916
-0.66021925,0.22291437,-0.042462602,-0.06913926,-0.5847819,-0.006924444,-0.20463407,0.07308777
-0.61373675,-1.0124209,-0.14482853,-0.08916351,-0.61708784,-0.0022715405,-0.17834379,0.03849281
-0.70449144,0.22709158,0.06892662,-0.05695054,-0.57494825,0.00015775487,-0.11291917,0.017260933
-0.60173696,-0.9732667,-0.2557426,-0.10240548,-0.61119264,0.00234106,-0.12954052,0.10140761
-0.68657225,-0.027543068,0.1441219,-0.066964835,-0.57999885,0.004384865,-0.07473176,-0.06637162
-0.6468785,-0.6317645,-0.25116223,-0.12776725,-0.6124173,0.0035586217,-0.11797381,0.17480896
-0.6404253,-0.4442802,0.13218775,-0.07878069,-0.5991865,0.0018771915,-0.12715825,-0.078863166
