tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.66361,0.42461,-0.26291,-0.079655,0.1262,0.0149,-0.065194,0.13671
-0.66885,-1.5698,-0.30494,-0.09595,0.056522,-0.0051478,-0.11947,-0.068266
-0.6641,1.0296,0.12616,-0.046654,0.13382,-0.0020225,-0.013768,0.029061
-0.66257,-1.5962,-0.67746,-0.096142,-0.00023284,-0.007041,-0.1589,0.044248
-0.6678,0.41181,0.27191,0.024602,0.12701,-0.0053917,-0.051323,-0.095963
-0.66114,-0.90121,-0.60628,-0.076295,0.018598,-0.010076,-0.16064,0.1461
-0.66493,-0.19968,0.2779,-0.026968,0.092686,-0.0087031,-0.11839,-0.15948
-0.66851,-0.039337,-0.43762,-0.11106,0.023344,-0.011283,-0.21235,0.18263
-0.65772,-1.2777,0.035463,-0.060129,0.032438,-0.0071886,-0.24948,-0.13831
-0.67243,0.60762,-0.10288,-0.020712,0.058763,-0.012169,-0.24225,0.11303
-0.65954,-2.1354,-0.27245,-0.048523,-0.0028789,-0.01471,-0.29658,-0.046265
-0.66747,0.31387,0.25053,-0.017475,0.089559,-0.012425,-0.20559,-0.0050364
-0.66778,-1.3286,-0.30259,-0.11528,-0.0048056,-0.014517,-0.29223,0.11614
-0.65888,0.37118,0.41124,-0.021046,0.065128,-0.014607,-0.21382,-0.12933
-0.67308,-0.86974,-0.26988,-0.11494,-0.007914,-0.015076,-0.24124,0.25309
-0.65807,-0.63974,0.31781,-0.042781,0.0089062,-0.013029,-0.17012,-0.1692
-0.66757,0.01148,-0.023156,-0.084343,-0.020791,-0.013786,-0.16994,0.20843
-0.66498,-1.3609,0.17553,-0.063385,-0.040013,-0.012836,-0.18172,-0.092969
-0.66176,0.85791,0.15487,-0.017282,-0.013071,-0.012887,-0.1432,0.084332
-0.67009,-1.8298,-0.13995,-0.072487,-0.087398,-0.012714,-0.19919,0.061674
-0.66096,0.51977,0.37501,0.01069,-0.0041055,-0.013272,-0.10558,-0.07401
-0.66419,-1.1981,-0.21563,-0.075949,-0.061785,-0.0062067,-0.15922,0.17248
-0.66656,0.17558,0.40745,0.044333,-0.0083315,0.031329,-0.12049,-0.16606
-0.66182,-0.55321,-0.29764,-0.064079,-0.08662,0.027389,-0.1898,0.25764
-0.6671,-1.1444,0.22762,-0.021091,-0.076268,0.027434,-0.19142,-0.14218
-0.66492,0.38702,0.0016856,-0.07099,-0.071573,0.02565,-0.22628,0.15231
-0.66107,-1.3759,0.083258,-0.10036,-0.11957,0.026112,-0.28996,-0.031419
-0.66999,0.8731,0.26382,-0.065826,-0.051368,0.027408,-0.22057,0.019934
-0.66058,-1.6636,-0.19543,-0.15342,-0.11609,0.024892,-0.25506,0.12902
-0.66505,0.69632,0.39249,-0.048516,-0.040546,0.026933,-0.19576,-0.11529
-0.66735,-0.85462,-0.26142,-0.15306,-0.13094,0.02737,-0.28234,0.17178
-0.65717,-0.29181,0.37909,-0.031432,-0.061124,0.031438,-0.19188,-0.16752
-0.6741,-0.46849,-0.2337,-0.10553,-0.1134,0.028512,-0.21803,0.28775
-0.65788,-1.2789,0.18144,-0.030699,-0.11273,0.029686,-0.18002,-0.082187
-0.6649,0.59344,0.040384,-0.031053,-0.06736,0.029847,-0.12222,0.13152
-0.66519,-2.185,-0.076681,-0.086733,-0.12232,0.031977,-0.15951,0.014823
-0.6577,0.71234,0.22667,-0.039557,-0.059601,0.033139,-0.094414,-0.004866
-0.66943,-1.9841,-0.35162,-0.12293,-0.1687,0.030309,-0.21441,0.16409
-0.66073,0.045106,0.34494,0.0060268,-0.079671,0.033556,-0.13326,-0.13354
-0.66441,-1.0347,-0.38615,-0.073707,-0.14693,0.033235,-0.19404,0.27263
-0.66591,-0.55481,0.25232,0.028867,-0.093146,0.036393,-0.16399,-0.19397
-0.65964,-0.13861,-0.35752,-0.0097415,-0.10768,0.034923,-0.20072,0.24117
-0.66948,-1.7991,-0.046976,0.022906,-0.10537,0.034512,-0.22555,-0.13352
-0.66204,0.47607,-0.051062,0.038205,-0.074238,0.035359,-0.22654,0.17584
-0.66236,-2.1205,-0.33151,-0.027591,-0.15974,0.029847,-0.30596,0.16085
-0.66904,0.85069,0.18665,0.08526,-0.040553,0.021324,-0.19357,-0.086057
-0.65628,-1.1396,-0.47117,-0.026897,-0.087076,0.022704,-0.22785,0.15744
-0.66868,0.11124,0.28053,0.019862,-0.028607,0.021023,-0.16419,-0.15939
-0.66643,-0.59267,-0.34808,-0.1325,-0.092946,0.018462,-0.2303,0.22152
-0.66106,-0.51612,0.22222,-0.10005,-0.074328,0.016922,-0.1919,-0.14749
-0.67361,0.61634,-0.10694,-0.14126,-0.055099,0.013931,-0.15726,0.13617
-0.65551,-1.659,0.0017498,-0.10381,-0.076056,0.015517,-0.1682,-0.085011
-0.66912,0.54914,0.065579,0.0030786,-0.024805,0.01535,-0.1118,0.056587
-0.66223,-1.4814,-0.32558,-0.010949,-0.082009,0.013649,-0.15591,0.043031
-0.65871,0.68776,0.22768,0.075099,-0.016366,0.012128,-0.09433,-0.082455
-0.6735,-1.5122,-0.56631,-0.029055,-0.12602,0.012423,-0.19397,0.30079
-0.65444,-0.54214,0.20499,0.073005,-0.050745,0.015241,-0.12264,-0.16092
-0.67204,-0.47074,-0.45464,-0.011238,-0.085567,0.015504,-0.15849,0.23747
-0.662,-1.5363,0.042825,0.010292,-0.058895,0.018558,-0.14035,-0.16226
-0.6611,0.2436,-0.31593,-0.040411,-0.05666,0.01825,-0.15928,0.22004
-0.67108,-2.1401,-0.38363,-0.11482,-0.11183,0.018289,-0.2437,0.047582
-0.65886,0.91773,0.037628,-0.055498,-0.0040606,0.020407,-0.16556,0.019569
-0.66682,-2.3026,-0.58344,-0.12253,-0.10126,0.018417,-0.26384,0.171
-0.66512,0.35619,0.15902,0.01087,0.0084631,0.019078,-0.15418,-0.13098
-0.65936,-1.4835,-0.67699,-0.082564,-0.055594,0.015074,-0.22187,0.36395
-0.66747,-0.6905,0.11982,0.02175,-0.0073874,0.01757,-0.1832,-0.2076
-0.66334,-0.3093,-0.53107,-0.043879,-0.037669,0.016293,-0.21593,0.33078
-0.65854,-2.0443,-0.1185,0.0032906,-0.044644,-0.0026322,-0.22741,-0.13585
-0.66969,0.32513,-0.17202,0.0049413,0.00061491,0.0015135,-0.18623,0.17725
-0.6551,-2.4612,-0.37429,-0.081068,-0.048304,0.00031987,-0.2456,0.086206
-0.66844,0.76732,0.11531,-0.026948,0.033279,0.0022644,-0.18113,-0.020759
-0.66322,-2.0186,-0.6005,-0.17468,-0.067379,-0.00016786,-0.27762,0.26711
-0.65872,0.15572,0.20833,-0.035073,0.059014,-7.4179e-06,-0.17635,-0.16907
-0.67101,-1.0279,-0.50026,-0.12188,0.008264,-0.00025128,-0.23404,0.32219
-0.65264,-0.6285,0.12771,-0.027738,0.067055,0.001398,-0.17656,-0.16048
-0.66625,0.14917,-0.24674,-0.075724,0.035058,-0.0017915,-0.20405,0.21746
-0.65946,-1.1917,-0.10427,-0.081813,-0.0038936,-0.0012781,-0.23474,-0.10229
-0.65631,0.93285,-0.078396,-0.053552,0.10683,-0.0013936,-0.13173,0.090149
-0.66534,-0.87244,-0.35421,-0.11754,0.068962,-0.0027413,-0.1698,0.12378
-0.65213,1.2719,0.1326,-0.047437,0.12577,-0.00049515,-0.11633,-0.06756
-0.66825,-0.89831,-0.53976,-0.16774,0.071043,-0.0010599,-0.16136,0.17881
-0.66237,0.51098,0.18195,-0.10432,0.10767,0.0022066,-0.128,-0.1597
-0.65573,0.18198,-0.24913,-0.18373,0.098704,0.0014108,-0.14285,0.16392
-0.66773,0.13657,0.17348,-0.13498,0.12236,0.00109,-0.12203,-0.12787
-0.65833,0.82914,-0.060833,-0.11149,0.11741,-0.0028311,-0.14013,0.13033
-0.65933,-0.54696,-0.014047,-0.081196,0.11144,-0.0037103,-0.16966,-0.047774
-0.66702,1.1943,0.13691,-0.028413,0.14624,-0.0091973,-0.14728,0.005867
-0.65221,-0.45477,-0.28579,-0.07627,0.073291,-0.0035884,-0.21968,0.093654
-0.6671,1.1371,0.23072,0.0077609,0.15965,-0.027802,-0.13302,-0.078026
-0.65788,-0.41117,-0.26821,-0.077548,0.15886,-0.052214,-0.13644,0.15873
-0.65617,0.45783,0.26025,-0.018104,0.19261,-0.045925,-0.12132,-0.14274
-0.66877,0.46183,-0.097707,-0.063848,0.17953,-0.051842,-0.13589,0.13388
-0.65069,0.0736,0.10797,-0.045556,0.17722,-0.049396,-0.14112,-0.090146
-0.66783,0.84935,0.014424,-0.048574,0.18745,-0.052085,-0.12315,0.092705
-0.65963,-0.65575,-0.11866,-0.057753,0.15997,-0.052913,-0.14115,-0.0023105
-0.65487,1.0511,0.2252,0.0048642,0.19272,-0.054139,-0.12953,-0.03816
-0.66613,-0.21133,-0.07805,-0.0075063,0.16247,-0.053529,-0.14412,0.059678
-0.65503,1.1274,0.32241,0.049015,0.20325,-0.052689,-0.10076,-0.088953
-0.65944,0.29521,-0.16799,0.0065984,0.18308,-0.049846,-0.12999,0.046901
-0.66631,0.53293,0.27149,0.0099897,0.20873,-0.049737,-0.10532,-0.096815
-0.64924,0.82899,-0.07381,-0.028766,0.20256,-0.047741,-0.12196,0.036435
-0.67429,0.1301,0.11996,-0.046307,0.19872,-0.047529,-0.15093,-0.080752
-0.64598,1.1769,0.19077,-0.05932,0.23896,-0.040797,-0.13301,0.011903
-0.66909,-0.15271,-0.1175,-0.11454,0.22097,-0.042639,-0.17155,-0.0021158
-0.65118,1.2425,0.3532,-0.087947,0.26046,-0.039404,-0.14384,-0.052982
-0.67416,-0.1353,-0.33613,-0.12208,0.23896,-0.040752,-0.16657,0.071604
-0.64128,0.89426,0.38536,-0.041991,0.27141,-0.042504,-0.15953,-0.10721
-0.75028,0.3941,-0.65581,-0.050077,0.23684,-0.048652,-0.18581,0.095455
-0.90062,0.17228,0.1161,0.028841,0.24605,-0.049018,-0.15606,-0.13532
-0.85099,0.7069,-0.46327,0.024602,0.24496,-0.04751,-0.13795,0.14746
-0.8452,-0.57928,-0.39008,0.0091162,0.22144,-0.04819,-0.13185,-0.0039168
-0.71093,1.2779,-0.058957,0.031802,0.2505,-0.047349,-0.08552,-0.0089548
-0.98796,-0.64326,-0.72045,-0.01734,0.20765,-0.050025,-0.096739,0.0046988
-0.68993,0.87379,0.25205,0.028584,0.23237,-0.046393,-0.069619,-0.093797
-0.66002,-0.35648,-0.48281,-0.043121,0.18693,-0.045738,-0.10898,0.12135
-0.69129,0.47591,0.28594,-0.023506,0.19967,-0.043454,-0.074634,-0.15286
-0.73799,0.29879,-0.59163,-0.083027,0.17989,-0.045803,-0.10209,0.16423
-1.1104,-0.35292,0.00094036,-0.049602,0.18496,-0.048909,-0.10267,-0.14715
-0.69545,0.78601,-0.36374,-0.048722,0.18767,-0.05102,-0.10368,0.16482
-0.9038,-1.2227,-0.3833,-0.07934,0.16243,-0.052734,-0.14301,0.019934
-0.83138,1.1803,0.01463,-0.016363,0.21186,-0.051091,-0.10213,-0.024993
-0.72339,-0.87301,-0.93123,-0.081331,0.1859,-0.049749,-0.12731,0.086328
-0.75911,0.70687,0.24637,0.015815,0.21918,-0.05016,-0.10419,-0.12344
-0.69625,-0.46229,-0.92436,-0.027295,0.18552,-0.0505,-0.12766,0.1921
-0.87245,0.068899,0.18231,0.036812,0.20068,-0.049422,-0.10729,-0.18338
-0.94939,0.0057259,-0.80602,-0.027815,0.17624,-0.048787,-0.12166,0.2618
-0.76566,-0.93892,-0.21101,-0.020994,0.15369,-0.04561,-0.11879,-0.10088
-0.82149,0.83249,-0.32737,-0.0097736,0.16137,-0.043788,-0.097304,0.12739
-0.9084,-1.32,-0.77982,-0.040809,0.11224,-0.038384,-0.11659,0.040914
-0.80322,1.0887,0.066986,0.042958,0.13534,-0.032769,-0.098492,-0.038039
-0.89365,-1.1704,-1.186,-0.056455,0.075828,-0.0366,-0.16832,0.2822
-0.73446,0.8282,0.26109,0.022495,0.09873,-0.033507,-0.13545,-0.17725
-0.93446,-0.42816,-1.0852,-0.08092,0.049168,-0.034078,-0.16735,0.3162
-0.82912,-0.27278,0.09301,-0.0012183,0.047049,-0.032024,-0.14179,-0.18321
-0.75984,0.53268,-0.66974,-0.060617,0.030935,-0.03574,-0.1519,0.25908
-0.92077,-0.78144,-0.33754,-0.070284,-0.0028917,-0.038082,-0.17611,-0.04018
-0.80767,1.1663,-0.18571,-0.063032,0.010229,-0.037614,-0.15053,0.078345
-0.86903,-1.3645,-0.89626,-0.11451,-0.043687,-0.037107,-0.19558,0.15455
-0.86011,0.89388,0.15876,-0.0263,-0.011581,-0.035458,-0.16905,-0.098421
-0.86673,-0.91548,-1.1821,-0.10697,-0.067867,-0.036696,-0.2211,0.29172
-0.86093,0.49086,0.18776,-0.018008,-0.044791,-0.034007,-0.18778,-0.18219
-0.86549,-0.28249,-0.99983,-0.063148,-0.075388,-0.035105,-0.20786,0.28882
-0.72387,-0.41958,-0.090904,0.024949,-0.083069,-0.033462,-0.19574,-0.14381
-1.0396,0.60782,-0.6789,0.065105,-0.093531,-0.034457,-0.18799,0.21432
-0.7618,-1.1823,-0.67922,0.064167,-0.13476,-0.035304,-0.20669,0.0097124
-0.90358,1.1935,-0.10015,0.10656,-0.11642,-0.035342,-0.18569,0.025921
-0.74925,-1.2812,-0.93909,0.0001498,-0.17838,-0.037652,-0.2308,0.16951
-0.8125,0.85346,0.26117,0.078779,-0.15842,-0.040495,-0.18743,-0.12548
-0.89743,-0.78058,-1.144,-0.021489,-0.22056,-0.039822,-0.23354,0.29843
-0.75304,-0.19763,0.1904,0.050704,-0.21162,-0.025549,-0.19942,-0.19572
-0.92802,0.058476,-0.90362,-0.075422,-0.2426,-0.028565,-0.21599,0.29778
-0.74859,-0.6081,-0.15466,-0.079957,-0.25807,-0.024124,-0.22685,-0.12084
-0.78782,0.83176,-0.40356,-0.083907,-0.25157,-0.023906,-0.22063,0.17433
-0.97737,-1.2542,-0.66699,-0.067156,-0.29584,-0.023643,-0.26665,0.053618
-0.72274,1.1028,0.046596,0.053942,-0.26168,-0.02123,-0.2283,-0.031273
-0.9448,-1.1149,-0.99918,-0.014854,-0.3182,-0.019619,-0.28415,0.24409
-0.80563,0.91996,0.24332,0.082209,-0.28616,-0.018721,-0.26209,-0.17399
-0.80104,-0.56228,-0.94233,-0.014128,-0.33628,-0.02286,-0.30262,0.3189
-0.92702,-0.13274,0.047977,0.067051,-0.33016,-0.022199,-0.28595,-0.19263
-0.84836,0.48501,-0.43857,0.014768,-0.38109,-0.022475,-0.31567,0.26351
-0.86226,-0.86522,-0.093345,0.029624,-0.41998,-0.02003,-0.32199,-0.057606
-0.75494,0.95292,-0.047914,0.044821,-0.39748,-0.018856,-0.28988,0.10821
-0.81928,-1.3377,-0.36246,-0.02549,-0.46643,-0.019119,-0.33534,0.12242
-0.87675,0.93028,0.1724,0.047814,-0.41164,-0.018349,-0.24868,-0.07951
-0.86228,-1.0909,-0.61421,-0.029492,-0.48309,-0.022552,-0.29801,0.25793
-0.73801,0.44063,0.18864,0.11635,-0.43649,-0.019703,-0.22934,-0.18621
-0.86159,-0.22743,-0.59082,0.068804,-0.48731,-0.018618,-0.24588,0.3215
-0.83336,-0.10449,0.047457,0.17574,-0.47841,-0.012316,-0.20576,-0.17888
-0.91295,0.67039,-0.36233,0.13887,-0.49113,-0.016725,-0.20784,0.22437
-0.79228,-0.97755,-0.25792,0.095035,-0.53955,-0.0070538,-0.25448,-0.044877
-0.87794,1.1462,-0.016989,0.075567,-0.50963,0.018616,-0.22744,0.068148
-0.90959,-1.0714,-0.49254,-0.042517,-0.58588,0.0093621,-0.29783,0.15194
-0.7496,1.2233,0.20307,0.035277,-0.53192,0.011101,-0.24722,-0.10755
-0.87415,-0.78882,-0.56974,-0.10358,-0.58493,0.011377,-0.30806,0.26305
-0.75269,0.32501,0.18406,-0.026068,-0.54102,0.015619,-0.28715,-0.19078
-0.91313,0.030419,-0.52932,-0.11926,-0.57172,0.012808,-0.31706,0.28802
-0.75346,-0.55785,0.0027712,-0.02619,-0.57043,0.015273,-0.29726,-0.13605
-0.91198,0.70446,-0.19107,0.027319,-0.54484,0.015946,-0.26986,0.17699
-0.72136,-1.1951,-0.31267,0.042502,-0.59767,0.014618,-0.306,0.016892
-0.81397,1.1565,0.080091,0.11191,-0.56119,0.014663,-0.2429,0.014337
-0.94358,-1.3685,-0.55593,0.036067,-0.70219,0.015202,-0.3533,0.31291
-0.74526,0.8663,0.21161,0.16921,-0.59474,0.015972,-0.24379,-0.18704
-0.85838,-0.92649,-0.60188,0.011184,-0.72327,0.010581,-0.35497,0.44762
-0.81092,0.13606,0.19737,0.084123,-0.65594,0.013771,-0.29133,-0.25219
-0.82618,-0.18026,-0.56141,-0.090991,-0.69431,0.014169,-0.31772,0.49129
-0.74893,-1.5226,-0.18153,-0.10316,-0.66216,0.017153,-0.30068,-0.078731
-0.84365,0.67109,-0.21542,-0.1238,-0.59035,0.014098,-0.23188,0.23494
-0.76741,-2.0404,-0.59166,-0.19241,-0.66246,0.013951,-0.31859,0.25039
-0.74703,1.2267,0.0405,-0.057091,-0.52504,0.0156,-0.15314,-0.088832
-0.83506,-2.1195,-0.9023,-0.18013,-0.74546,0.015035,-0.38629,0.53969
-0.85294,0.44118,0.1801,0.030665,-0.53213,0.017647,-0.19023,-0.27971
-0.73642,-1.2421,-0.79883,-0.088923,-0.60953,0.013315,-0.26522,0.59845
-0.84084,-0.43755,0.061249,0.015648,-0.50095,-0.0067458,-0.20488,-0.22972
-0.85408,0.052465,-0.49864,-0.052512,-0.54671,-0.0071693,-0.247,0.43986
-0.73673,-1.9502,-0.27216,-0.10861,-0.56448,-0.0041788,-0.30217,0.0059644
-0.75585,0.98302,-0.026612,-0.12142,-0.49213,-0.0089021,-0.21531,0.14496
-0.88224,-2.2775,-0.58052,-0.12066,-0.66294,-0.0094219,-0.40098,0.34102
-0.77754,0.89667,0.22378,0.16631,-0.43848,-0.0085619,-0.19224,-0.15525
-0.85959,-1.9843,-0.84016,0.022624,-0.54111,-0.011552,-0.30031,0.51825
-0.75388,0.24977,0.23403,0.061816,-0.38155,-0.0080165,-0.15788,-0.29432
-0.73254,-0.86579,-0.63486,-0.16027,-0.49965,-0.0069191,-0.24046,0.5687
-0.86274,-1.0223,0.10451,-0.10524,-0.41128,-0.0054751,-0.159,-0.18643
-0.8033,0.34411,-0.26848,-0.1253,-0.42888,-0.005212,-0.17846,0.34351
-0.68073,-1.9308,-0.34809,-0.13186,-0.49352,-0.0053404,-0.26963,0.1094
-0.72183,1.0868,0.082783,-0.036718,-0.29477,-0.0044227,-0.091704,0.015724
-0.78647,-1.614,-0.58785,-0.16598,-0.39497,-0.0054366,-0.21326,0.31985
-0.70145,1.088,0.27158,-0.026647,-0.29848,-0.0030172,-0.1061,-0.17801
-0.81765,-1.0428,-0.66916,-0.13032,-0.44718,-0.0045574,-0.24226,0.42567
-0.7616,0.31365,0.21905,0.066042,-0.3758,-0.00068767,-0.1866,-0.23547
-0.77047,-0.13809,-0.42558,0.026901,-0.41469,-0.0025808,-0.24007,0.38233
-0.76238,-0.80445,0.045452,0.044513,-0.39033,0.00037763,-0.27581,-0.13685
-0.77273,0.74503,-0.14435,-0.038792,-0.35809,-0.0030301,-0.27102,0.1922
-0.86299,-1.3542,-0.36279,-0.10828,-0.3985,0.0051715,-0.35467,0.017695
-0.82273,1.1082,0.21774,-0.00087786,-0.28827,-0.020197,-0.27118,-0.010853
-0.77528,-1.2981,-0.53479,-0.088332,-0.37512,-0.048376,-0.35763,0.24499
-0.78586,0.88482,0.34209,0.029824,-0.24442,-0.040784,-0.20335,-0.16669
-0.83644,-0.57941,-0.62838,-0.094781,-0.33286,-0.04613,-0.22687,0.33321
-0.78802,-0.066547,0.15668,0.0046137,-0.25241,-0.041099,-0.14578,-0.18484
-0.80163,0.54948,-0.32196,-0.027103,-0.26481,-0.044481,-0.14701,0.20351
-0.7744,-0.62321,-0.079765,-0.015477,-0.28968,-0.042722,-0.1282,-0.12969
-0.83561,1.1346,0.089496,-0.018624,-0.23607,-0.045713,-0.042088,0.11164
-0.76891,-1.0641,-0.25589,-0.077105,-0.30928,-0.045597,-0.11048,0.072334
-0.91659,1.1503,0.23567,-0.003614,-0.23609,-0.045732,-0.060988,-0.060283
-0.83273,-0.71497,-0.52913,-0.11945,-0.32206,-0.048671,-0.20343,0.17487
-0.82589,0.65927,0.29054,-0.011546,-0.23323,-0.047773,-0.16418,-0.17102
-0.79317,-0.10802,-0.48129,-0.066738,-0.32475,-0.052778,-0.28718,0.21768
-0.7534,-0.15357,0.19397,-0.0015523,-0.25279,-0.053183,-0.28987,-0.17538
-0.80026,0.74392,-0.21403,-0.044913,-0.19649,-0.054287,-0.27426,0.20507
-0.7381,-0.98085,-0.17425,-0.054226,-0.22137,-0.051354,-0.3325,-0.042006
-0.78882,1.2044,0.06414,0.018307,-0.16283,-0.052355,-0.28961,0.029353
-0.80236,-1.1344,-0.42863,-0.043269,-0.23872,-0.055397,-0.35438,0.10745
-0.74317,1.0629,0.35677,0.019052,-0.15131,-0.051219,-0.27529,-0.1212
-0.78843,-0.63155,-0.4853,-0.1568,-0.22363,-0.052528,-0.31262,0.22681
-0.70736,0.24856,0.34669,-0.075795,-0.15677,-0.048915,-0.21585,-0.20877
-0.71948,-0.0335,-0.33752,-0.14614,-0.18716,-0.047535,-0.2277,0.31681
-0.83068,-0.46969,0.13608,-0.054406,-0.17979,-0.045398,-0.17214,-0.11972
-0.68025,0.84309,-0.084814,-0.07582,-0.1485,-0.046855,-0.10463,0.18188
-0.77321,-1.2096,-0.14695,-0.11218,-0.1962,-0.047728,-0.10505,0.066566
-0.67625,1.0555,0.11562,-0.02454,-0.13621,-0.047908,-0.0065626,-0.023898
-0.83089,-1.1423,-0.80386,-0.10358,-0.19734,-0.048164,-0.07143,0.26592
-0.754,0.93202,0.30276,0.035206,-0.13891,-0.045418,-0.00071868,-0.18263
-0.72492,-0.49467,-0.8384,-0.074516,-0.20057,-0.04561,-0.040361,0.36509
-0.76957,0.16406,0.25618,0.010606,-0.1782,-0.044031,-0.033098,-0.19421
-0.71425,0.39469,-0.46719,-0.084144,-0.19752,-0.04115,-0.069169,0.30157
-0.76629,-0.62019,-0.076315,-0.10444,-0.20924,-0.042324,-0.12179,-0.079097
-0.69759,0.99131,0.081825,-0.10878,-0.17771,-0.043171,-0.16898,0.12661
-0.74539,-1.2362,-0.23999,-0.13765,-0.2293,-0.043082,-0.27677,0.12719
-0.78129,1.1975,0.3782,-0.034078,-0.15141,-0.038256,-0.25031,-0.077807
-0.72322,-1.1753,-0.66621,-0.1296,-0.20028,-0.038397,-0.33115,0.29193
-0.69055,0.46029,0.51954,-0.0081807,-0.13067,-0.038692,-0.27784,-0.20105
-0.79896,-0.54592,-0.65141,-0.083091,-0.15313,-0.042042,-0.28783,0.35942
-0.66368,-0.39108,0.29048,0.020742,-0.12316,-0.039719,-0.25292,-0.1764
-0.77955,0.55562,-0.32101,-0.0046674,-0.11939,-0.043948,-0.25791,0.26212
-0.66455,-1.357,-0.13436,-0.003993,-0.14493,-0.041368,-0.25042,-0.024458
-0.77492,0.93126,0.14646,0.027396,-0.10373,-0.041375,-0.15484,0.067515
-0.71723,-1.4464,-0.51888,-0.076585,-0.16519,-0.041644,-0.17014,0.19536
-0.72342,1.0098,0.46355,-0.025433,-0.10749,-0.041567,-0.070923,-0.12565
-0.72732,-1.2384,-0.70764,-0.19021,-0.17006,-0.045527,-0.10092,0.34623
-0.70693,-0.0578,0.54273,-0.10263,-0.13065,-0.044352,-0.037696,-0.21926
-0.73666,-0.16873,-0.53843,-0.18539,-0.17179,-0.048941,-0.027793,0.36429
-0.7216,-0.5279,0.26651,-0.080644,-0.16445,-0.048466,-0.010454,-0.14661
-0.72758,0.82939,-0.15326,-0.075441,-0.15206,-0.049185,-0.00096913,0.22773
-0.74428,-1.3014,-0.20482,-0.087625,-0.19203,-0.049429,-0.038107,0.038261
-0.71934,1.0903,0.34787,-0.0051105,-0.13834,-0.048312,-0.05666,0.0037983
-0.71209,-1.4252,-0.60233,-0.063835,-0.19974,-0.049204,-0.17722,0.237
-0.69064,0.8163,0.58223,0.04845,-0.14688,-0.043531,-0.1347,-0.16786
-0.71129,-0.86724,-0.6995,-0.091665,-0.20674,-0.040656,-0.18572,0.36076
-0.72818,-0.1543,0.50433,-0.00047964,-0.17827,-0.035188,-0.16342,-0.2149
-0.69512,-0.042028,-0.49572,-0.096945,-0.19873,-0.036825,-0.20417,0.32615
-0.72,-1.1076,0.09238,-0.085365,-0.21025,-0.036658,-0.23502,-0.098421
-0.71869,0.82038,-0.044638,-0.086328,-0.18037,-0.037903,-0.21358,0.14231
-0.71896,-1.3904,-0.35114,-0.11675,-0.22944,-0.040714,-0.24414,0.10952
-0.72994,1.0113,0.36285,-0.027385,-0.1666,-0.039135,-0.16893,-0.063277
-0.71214,-1.6258,-0.62588,-0.099701,-0.23102,-0.033686,-0.23182,0.29408
-0.7109,0.49691,0.52968,0.028693,-0.15778,-0.028976,-0.16992,-0.20283
-0.65203,-0.70742,-0.29774,-0.066905,-0.2312,-0.032897,-0.21296,0.3825
-0.67113,-0.40665,0.50688,0.017582,-0.18571,-0.02981,-0.16959,-0.20531
-0.8024,0.12531,-0.079161,-0.050925,-0.19479,-0.033019,-0.20138,0.33769
-0.65546,-1.7361,0.16301,-0.047611,-0.22924,-0.032255,-0.2076,-0.033877
-0.72466,0.74731,0.21115,-0.008823,-0.16408,-0.031825,-0.13031,0.11247
-0.70873,-2.0251,-0.22639,-0.075448,-0.25611,-0.030869,-0.22222,0.20858
-0.63236,0.86922,0.43234,-0.0080394,-0.15322,-0.030375,-0.13166,-0.10653
-0.76174,-1.8455,-0.37841,-0.15732,-0.25866,-0.032672,-0.23565,0.43565
-0.64864,0.035588,0.50366,-0.058099,-0.16337,-0.029323,-0.12981,-0.24279
-0.72402,-0.54497,-0.29275,-0.15933,-0.22016,-0.029592,-0.17804,0.46583
-0.66933,-0.81176,0.30239,-0.085589,-0.18474,-0.028001,-0.17176,-0.17482
-0.66913,0.36795,-0.097328,-0.077689,-0.16739,-0.028296,-0.15084,0.32019
-0.76559,-1.8875,-0.032927,-0.088004,-0.21976,-0.028668,-0.16369,0.041571
-0.63751,0.98378,0.28085,0.019553,-0.14665,-0.029964,-0.081666,0.040329
-0.72877,-2.0009,-0.26444,-0.046134,-0.25144,-0.030779,-0.17476,0.24742
-0.70545,0.63173,0.51316,0.077674,-0.16214,-0.033417,-0.078391,-0.17185
-0.68008,-1.576,-0.40667,-0.098236,-0.27238,-0.036715,-0.18307,0.47101
-0.65784,-0.39395,0.40867,-0.0010898,-0.205,-0.03737,-0.14875,-0.26336
-0.74449,-0.51778,-0.31022,-0.13159,-0.24812,-0.035637,-0.19603,0.44716
-0.69887,-1.4841,0.16337,-0.053937,-0.25277,-0.022039,-0.18925,-0.1341
-0.69908,0.34635,-0.031173,-0.041805,-0.21224,-0.022558,-0.17317,0.24496
-0.64583,-2.0347,-0.17535,-0.071138,-0.27729,-0.018997,-0.26557,0.13014
-0.69922,0.86692,0.2507,-0.011611,-0.17107,-0.016719,-0.15578,-0.029788
-0.62636,-2.0218,-0.44941,-0.094954,-0.283,-0.016892,-0.23734,0.37463
-0.72221,0.58199,0.35777,0.068162,-0.17412,-0.012676,-0.13342,-0.21539
-0.65632,-0.99562,-0.42321,-0.032067,-0.30313,-0.01385,-0.27766,0.44826
-0.61989,-0.23315,0.30613,0.045662,-0.20796,-0.010776,-0.18596,-0.22673
-0.68246,0.067409,-0.22004,-0.062056,-0.25091,-0.010603,-0.18964,0.38228
